1, '2014-1', 121, 71
2, '2014-1', 121, 71
3, '2014-1', 7, 57
4, '2014-1', 161, 111
5, '2014-1', 67, 117
6, '2014-1', 90, 40
7, '2014-1', 96, 46
8, '2014-1', 24, 74
9, '2014-1', 116, 66
10, '2014-1', 35, 85
11, '2014-1', 30, 80
12, '2014-1', 154, 104
13, '2014-1', 158, 108
14, '2014-1', 63, 113
15, '2014-1', 59, 109
17, '2014-1', 93, 43
16, '2014-1', 50, 100
19, '2014-1', 58, 108
18, '2014-1', 61, 111
21, '2014-1', 8, 58
20, '2014-1', 51, 101
23, '2014-1', 60, 110
22, '2014-1', 132, 82
25, '2014-1', 150, 100
24, '2014-1', 0, 50
27, '2014-1', 45, 95
26, '2014-1', 133, 83
29, '2014-1', 167, 117
28, '2014-1', 156, 106
31, '2014-1', 48, 98
30, '2014-1', 153, 103
34, '2014-1', 15, 65
35, '2014-1', 141, 91
32, '2014-1', 100, 50
33, '2014-1', 168, 118
38, '2014-1', 27, 77
39, '2014-1', 130, 80
36, '2014-1', 19, 69
37, '2014-1', 48, 98
42, '2014-1', 111, 61
43, '2014-1', 90, 40
40, '2014-1', 111, 61
41, '2014-1', 138, 88
46, '2014-1', 90, 40
47, '2014-1', 167, 117
44, '2014-1', 95, 45
45, '2014-1', 15, 65
51, '2014-1', 169, 119
50, '2014-1', 95, 45
49, '2014-1', 155, 105
48, '2014-1', 35, 85
55, '2014-1', 43, 93
54, '2014-1', 47, 97
53, '2014-1', 152, 102
52, '2014-1', 95, 45
59, '2014-1', 99, 49
58, '2014-1', 154, 104
57, '2014-1', 62, 112
56, '2014-1', 33, 83
63, '2014-1', 168, 118
62, '2014-1', 121, 71
61, '2014-1', 92, 42
60, '2014-1', 6, 56
68, '2014-1', 93, 43
69, '2014-1', 13, 63
70, '2014-1', 114, 64
71, '2014-1', 164, 114
64, '2014-1', 96, 46
65, '2014-1', 149, 99
66, '2014-1', 155, 105
67, '2014-1', 130, 80
