1, 'Facility1', 10492, 101301, 'coor'
2, 'Facility2', 10352, 101300, 'coor'
3, 'Facility3', 11036, 101300, 'coor'
4, 'Facility4', 10271, 101303, 'coor'
5, 'Facility5', 10373, 101303, 'coor'
6, 'Facility6', 8916, 101302, 'coor'
7, 'Facility7', 9407, 101297, 'coor'
8, 'Facility8', 10593, 101297, 'coor'
9, 'Facility9', 8238, 101296, 'coor'
10, 'Facility10', 9540, 101299, 'coor'
11, 'Facility11', 10068, 101298, 'coor'
12, 'Facility12', 10423, 101298, 'coor'
13, 'Facility13', 8431, 101309, 'coor'
14, 'Facility14', 11309, 101309, 'coor'
15, 'Facility15', 11408, 101308, 'coor'
16, 'Facility16', 11474, 101311, 'coor'
17, 'Facility17', 9794, 101310, 'coor'
18, 'Facility18', 8082, 101305, 'coor'
19, 'Facility19', 8962, 101304, 'coor'
20, 'Facility20', 9964, 101304, 'coor'
21, 'Facility21', 11703, 101307, 'coor'
22, 'Facility22', 8501, 101306, 'coor'
23, 'Facility23', 9377, 101284, 'coor'
24, 'Facility24', 11122, 101285, 'coor'
25, 'Facility25', 8293, 101286, 'coor'
26, 'Facility26', 11644, 101286, 'coor'
27, 'Facility27', 11021, 101287, 'coor'
28, 'Facility28', 11646, 101287, 'coor'
29, 'Facility29', 10772, 101280, 'coor'
30, 'Facility30', 10485, 101280, 'coor'
31, 'Facility31', 9475, 101281, 'coor'
32, 'Facility32', 10327, 101282, 'coor'
33, 'Facility33', 9977, 101282, 'coor'
34, 'Facility34', 11990, 101283, 'coor'
35, 'Facility35', 10180, 101292, 'coor'
36, 'Facility36', 8354, 101292, 'coor'
37, 'Facility37', 11020, 101293, 'coor'
38, 'Facility38', 11503, 101293, 'coor'
39, 'Facility39', 9852, 101294, 'coor'
40, 'Facility40', 9309, 101295, 'coor'
41, 'Facility41', 9556, 101288, 'coor'
42, 'Facility42', 8148, 101289, 'coor'
43, 'Facility43', 10865, 101289, 'coor'
44, 'Facility44', 11469, 101290, 'coor'
45, 'Facility45', 9904, 101290, 'coor'
46, 'Facility46', 10841, 101291, 'coor'
47, 'Facility47', 11982, 101271, 'coor'
48, 'Facility48', 10340, 101270, 'coor'
49, 'Facility49', 10292, 101269, 'coor'
50, 'Facility50', 11045, 101268, 'coor'
51, 'Facility51', 9161, 101268, 'coor'
52, 'Facility52', 9962, 101267, 'coor'
53, 'Facility53', 10042, 101267, 'coor'
54, 'Facility54', 8694, 101266, 'coor'
55, 'Facility55', 9362, 101266, 'coor'
56, 'Facility56', 10912, 101265, 'coor'
57, 'Facility57', 10737, 101265, 'coor'
58, 'Facility58', 11413, 101264, 'coor'
59, 'Facility59', 10504, 101264, 'coor'
60, 'Facility60', 11899, 101279, 'coor'
61, 'Facility61', 8748, 101279, 'coor'
62, 'Facility62', 10274, 101278, 'coor'
63, 'Facility63', 8329, 101277, 'coor'
64, 'Facility64', 8236, 101276, 'coor'
65, 'Facility65', 11714, 101276, 'coor'
66, 'Facility66', 9273, 101275, 'coor'
67, 'Facility67', 10625, 101274, 'coor'
68, 'Facility68', 9317, 101273, 'coor'
69, 'Facility69', 11612, 101272, 'coor'
70, 'Facility70', 9797, 101272, 'coor'
71, 'Facility71', 10912, 101254, 'coor'
72, 'Facility72', 8674, 101255, 'coor'
73, 'Facility73', 8600, 101252, 'coor'
74, 'Facility74', 9184, 101252, 'coor'
75, 'Facility75', 8315, 101253, 'coor'
76, 'Facility76', 8191, 101253, 'coor'
77, 'Facility77', 10032, 101250, 'coor'
78, 'Facility78', 8715, 101250, 'coor'
79, 'Facility79', 10117, 101251, 'coor'
80, 'Facility80', 11567, 101251, 'coor'
81, 'Facility81', 8380, 101248, 'coor'
82, 'Facility82', 9521, 101248, 'coor'
83, 'Facility83', 8496, 101249, 'coor'
84, 'Facility84', 8511, 101262, 'coor'
85, 'Facility85', 11065, 101262, 'coor'
86, 'Facility86', 11748, 101263, 'coor'
87, 'Facility87', 9214, 101263, 'coor'
88, 'Facility88', 8431, 101260, 'coor'
89, 'Facility89', 11972, 101261, 'coor'
90, 'Facility90', 8200, 101258, 'coor'
91, 'Facility91', 9053, 101258, 'coor'
92, 'Facility92', 8053, 101259, 'coor'
93, 'Facility93', 11126, 101259, 'coor'
94, 'Facility94', 10415, 101256, 'coor'
95, 'Facility95', 8445, 101256, 'coor'
96, 'Facility96', 8824, 101257, 'coor'
97, 'Facility97', 8961, 101257, 'coor'
98, 'Facility98', 10377, 101361, 'coor'
99, 'Facility99', 8998, 101360, 'coor'
100, 'Facility100', 8015, 101360, 'coor'
101, 'Facility101', 9304, 101363, 'coor'
102, 'Facility102', 8142, 101362, 'coor'
103, 'Facility103', 10562, 101362, 'coor'
104, 'Facility104', 11768, 101365, 'coor'
105, 'Facility105', 10954, 101365, 'coor'
106, 'Facility106', 8524, 101364, 'coor'
107, 'Facility107', 8713, 101367, 'coor'
108, 'Facility108', 10322, 101366, 'coor'
109, 'Facility109', 9544, 101366, 'coor'
110, 'Facility110', 11606, 101369, 'coor'
111, 'Facility111', 8568, 101369, 'coor'
112, 'Facility112', 8911, 101368, 'coor'
113, 'Facility113', 9561, 101371, 'coor'
114, 'Facility114', 10469, 101370, 'coor'
115, 'Facility115', 10087, 101373, 'coor'
116, 'Facility116', 10994, 101372, 'coor'
117, 'Facility117', 9403, 101372, 'coor'
118, 'Facility118', 8114, 101375, 'coor'
119, 'Facility119', 8707, 101375, 'coor'
120, 'Facility120', 11203, 101374, 'coor'
121, 'Facility121', 11291, 101344, 'coor'
122, 'Facility122', 8661, 101344, 'coor'
123, 'Facility123', 10869, 101345, 'coor'
124, 'Facility124', 10568, 101346, 'coor'
125, 'Facility125', 11883, 101346, 'coor'
126, 'Facility126', 10571, 101347, 'coor'
127, 'Facility127', 9531, 101347, 'coor'
128, 'Facility128', 10672, 101348, 'coor'
129, 'Facility129', 11757, 101348, 'coor'
130, 'Facility130', 9736, 101349, 'coor'
131, 'Facility131', 10555, 101350, 'coor'
132, 'Facility132', 8881, 101351, 'coor'
133, 'Facility133', 10841, 101352, 'coor'
134, 'Facility134', 8583, 101353, 'coor'
135, 'Facility135', 10929, 101354, 'coor'
136, 'Facility136', 11742, 101354, 'coor'
137, 'Facility137', 8935, 101355, 'coor'
138, 'Facility138', 8187, 101356, 'coor'
139, 'Facility139', 10731, 101356, 'coor'
140, 'Facility140', 11998, 101357, 'coor'
141, 'Facility141', 8269, 101357, 'coor'
142, 'Facility142', 8086, 101358, 'coor'
143, 'Facility143', 8892, 101359, 'coor'
144, 'Facility144', 9842, 101331, 'coor'
145, 'Facility145', 9564, 101330, 'coor'
146, 'Facility146', 9586, 101329, 'coor'
147, 'Facility147', 8738, 101328, 'coor'
148, 'Facility148', 11746, 101328, 'coor'
149, 'Facility149', 10805, 101335, 'coor'
150, 'Facility150', 9283, 101334, 'coor'
151, 'Facility151', 9676, 101333, 'coor'
152, 'Facility152', 11543, 101332, 'coor'
153, 'Facility153', 8258, 101332, 'coor'
154, 'Facility154', 8998, 101339, 'coor'
155, 'Facility155', 8230, 101339, 'coor'
156, 'Facility156', 11309, 101338, 'coor'
157, 'Facility157', 10164, 101337, 'coor'
158, 'Facility158', 11878, 101336, 'coor'
159, 'Facility159', 10383, 101343, 'coor'
160, 'Facility160', 9525, 101342, 'coor'
161, 'Facility161', 8736, 101342, 'coor'
162, 'Facility162', 10561, 101341, 'coor'
163, 'Facility163', 8785, 101340, 'coor'
164, 'Facility164', 11963, 101314, 'coor'
165, 'Facility165', 10736, 101315, 'coor'
166, 'Facility166', 11500, 101315, 'coor'
167, 'Facility167', 10717, 101312, 'coor'
168, 'Facility168', 9695, 101313, 'coor'
169, 'Facility169', 10214, 101313, 'coor'
170, 'Facility170', 9528, 101318, 'coor'
171, 'Facility171', 8585, 101318, 'coor'
172, 'Facility172', 10602, 101319, 'coor'
173, 'Facility173', 8156, 101316, 'coor'
174, 'Facility174', 9118, 101316, 'coor'
175, 'Facility175', 11284, 101317, 'coor'
176, 'Facility176', 10629, 101322, 'coor'
177, 'Facility177', 9836, 101322, 'coor'
178, 'Facility178', 11658, 101323, 'coor'
179, 'Facility179', 9731, 101320, 'coor'
180, 'Facility180', 9043, 101321, 'coor'
181, 'Facility181', 10222, 101321, 'coor'
182, 'Facility182', 11447, 101326, 'coor'
183, 'Facility183', 10957, 101326, 'coor'
184, 'Facility184', 10948, 101327, 'coor'
185, 'Facility185', 9164, 101327, 'coor'
186, 'Facility186', 8356, 101324, 'coor'
187, 'Facility187', 10555, 101325, 'coor'
188, 'Facility188', 11164, 101325, 'coor'
189, 'Facility189', 10136, 101180, 'coor'
190, 'Facility190', 11532, 101180, 'coor'
191, 'Facility191', 10698, 101181, 'coor'
192, 'Facility192', 9165, 101181, 'coor'
193, 'Facility193', 9394, 101182, 'coor'
194, 'Facility194', 11722, 101182, 'coor'
195, 'Facility195', 8464, 101183, 'coor'
196, 'Facility196', 9977, 101176, 'coor'
197, 'Facility197', 9319, 101177, 'coor'
198, 'Facility198', 8474, 101177, 'coor'
199, 'Facility199', 10334, 101178, 'coor'
200, 'Facility200', 11754, 101179, 'coor'
201, 'Facility201', 10495, 101179, 'coor'
202, 'Facility202', 10076, 101172, 'coor'
203, 'Facility203', 10630, 101172, 'coor'
204, 'Facility204', 11156, 101173, 'coor'
205, 'Facility205', 11405, 101174, 'coor'
206, 'Facility206', 11260, 101175, 'coor'
207, 'Facility207', 8912, 101168, 'coor'
208, 'Facility208', 10606, 101169, 'coor'
209, 'Facility209', 9116, 101170, 'coor'
210, 'Facility210', 11977, 101170, 'coor'
211, 'Facility211', 9936, 101171, 'coor'
212, 'Facility212', 10395, 101171, 'coor'
213, 'Facility213', 9451, 101165, 'coor'
214, 'Facility214', 11003, 101164, 'coor'
