1, 1, 9, 75, '2005-1'
2, 2, 5, 104, '2007-12'
3, 2, 7, 109, '2005-10'
4, 3, 8, 52, '2006-12'
5, 3, 2, 100, '2005-1'
6, 4, 2, 90, '2003-3'
7, 4, 9, 87, '2005-9'
8, 5, 7, 92, '2009-1'
9, 6, 2, 75, '2008-6'
10, 6, 1, 69, '2010-12'
11, 7, 6, 112, '2013-6'
12, 7, 2, 117, '2008-3'
13, 8, 3, 100, '2008-4'
14, 8, 1, 86, '2007-3'
15, 9, 4, 41, '2014-4'
16, 10, 4, 73, '2006-9'
17, 10, 2, 89, '2004-6'
18, 11, 4, 49, '2006-5'
19, 12, 6, 98, '2002-7'
20, 12, 4, 107, '2008-11'
21, 13, 2, 51, '2010-5'
22, 14, 10, 65, '2006-9'
23, 14, 9, 58, '2004-11'
24, 15, 7, 53, '2005-7'
25, 15, 9, 49, '2008-5'
26, 17, 8, 40, '2011-12'
27, 16, 4, 47, '2008-6'
28, 19, 1, 98, '2004-7'
29, 18, 8, 47, '2013-3'
30, 21, 5, 55, '2011-8'
31, 21, 9, 70, '2013-4'
32, 20, 1, 58, '2011-1'
33, 23, 10, 45, '2002-5'
34, 23, 7, 47, '2013-6'
35, 22, 2, 77, '2006-3'
36, 25, 10, 115, '2013-3'
37, 25, 2, 41, '2010-6'
38, 24, 9, 107, '2006-1'
39, 24, 10, 105, '2005-4'
40, 27, 9, 87, '2006-4'
41, 27, 10, 71, '2003-4'
42, 26, 4, 92, '2012-8'
43, 29, 10, 59, '2000-8'
44, 29, 10, 67, '2004-4'
45, 28, 9, 52, '2010-5'
46, 28, 6, 72, '2013-2'
47, 31, 9, 59, '2002-8'
48, 30, 5, 42, '2014-12'
49, 34, 10, 69, '2003-7'
50, 35, 9, 54, '2001-12'
51, 35, 9, 88, '2007-8'
52, 32, 7, 97, '2010-6'
53, 32, 2, 44, '2013-11'
54, 33, 10, 44, '2014-7'
55, 33, 1, 77, '2010-12'
56, 38, 2, 85, '2007-8'
57, 38, 5, 116, '2011-11'
58, 39, 10, 89, '2013-12'
59, 39, 4, 96, '2010-5'
60, 36, 1, 57, '2005-7'
61, 37, 2, 52, '2002-9'
62, 42, 9, 102, '2013-2'
63, 43, 3, 93, '2013-3'
64, 40, 3, 47, '2006-11'
65, 41, 10, 60, '2012-3'
66, 46, 5, 71, '2001-4'
67, 47, 8, 97, '2012-4'
68, 44, 3, 87, '2013-2'
69, 44, 1, 114, '2014-6'
70, 45, 4, 96, '2006-12'
71, 51, 7, 69, '2014-12'
72, 50, 3, 81, '2010-4'
73, 49, 9, 104, '2006-8'
74, 48, 5, 71, '2008-4'
75, 55, 5, 48, '2008-5'
76, 55, 7, 97, '2004-6'
77, 54, 4, 113, '2007-1'
78, 54, 8, 93, '2013-3'
79, 53, 6, 83, '2003-10'
80, 52, 10, 70, '2009-11'
81, 59, 4, 86, '2002-11'
82, 58, 8, 50, '2001-8'
83, 57, 4, 45, '2003-11'
84, 57, 1, 42, '2012-3'
85, 56, 10, 105, '2009-1'
86, 63, 6, 41, '2002-4'
87, 63, 9, 111, '2003-8'
88, 62, 6, 100, '2002-2'
89, 61, 2, 94, '2011-2'
90, 61, 5, 83, '2005-10'
91, 60, 3, 76, '2011-4'
92, 60, 1, 118, '2003-10'
93, 68, 7, 84, '2002-3'
94, 68, 5, 64, '2013-4'
95, 69, 2, 76, '2011-2'
96, 70, 9, 82, '2011-5'
97, 71, 10, 61, '2009-3'
98, 64, 9, 63, '2005-12'
99, 65, 10, 118, '2000-6'
100, 65, 9, 65, '2000-7'
101, 66, 5, 103, '2003-12'
102, 67, 8, 83, '2002-5'
103, 76, 9, 76, '2004-10'
104, 77, 9, 118, '2013-6'
105, 77, 9, 90, '2010-2'
106, 78, 8, 92, '2003-12'
107, 79, 7, 115, '2000-7'
108, 79, 4, 108, '2012-12'
109, 72, 3, 91, '2009-8'
110, 72, 4, 49, '2009-11'
111, 73, 6, 102, '2002-7'
112, 74, 9, 111, '2011-11'
113, 75, 1, 89, '2005-7'
114, 85, 9, 85, '2006-5'
115, 85, 9, 63, '2004-2'
116, 84, 2, 85, '2012-8'
117, 87, 10, 108, '2001-7'
118, 86, 1, 74, '2001-1'
119, 81, 8, 43, '2006-4'
120, 81, 10, 92, '2007-11'
121, 80, 3, 45, '2010-5'
122, 83, 4, 107, '2013-9'
123, 82, 5, 117, '2012-6'
124, 93, 3, 68, '2010-2'
125, 92, 3, 79, '2008-3'
126, 95, 8, 64, '2002-7'
127, 94, 3, 76, '2010-5'
128, 94, 3, 65, '2006-4'
129, 89, 4, 40, '2003-4'
130, 89, 9, 62, '2003-3'
131, 88, 1, 63, '2002-5'
132, 88, 4, 43, '2007-9'
133, 91, 10, 119, '2012-8'
134, 91, 7, 102, '2001-7'
135, 90, 2, 71, '2005-1'
136, 102, 8, 60, '2008-1'
137, 103, 7, 40, '2004-7'
138, 103, 9, 68, '2004-12'
139, 100, 10, 109, '2007-10'
140, 100, 7, 41, '2003-7'
141, 101, 8, 47, '2005-2'
142, 101, 2, 57, '2005-6'
143, 98, 3, 54, '2003-2'
144, 98, 10, 107, '2004-3'
145, 99, 10, 63, '2004-6'
146, 99, 6, 94, '2014-3'
147, 96, 7, 104, '2008-10'
148, 97, 8, 63, '2002-4'
149, 110, 10, 83, '2006-10'
150, 110, 8, 52, '2005-5'
151, 111, 9, 101, '2007-11'
152, 111, 7, 65, '2002-4'
153, 108, 5, 50, '2007-9'
154, 109, 10, 89, '2000-3'
155, 106, 3, 40, '2008-12'
156, 106, 2, 115, '2005-9'
157, 107, 1, 50, '2009-12'
158, 104, 10, 81, '2010-10'
159, 104, 7, 116, '2008-9'
160, 105, 9, 96, '2001-3'
161, 105, 9, 85, '2004-3'
162, 119, 7, 113, '2000-1'
163, 118, 9, 108, '2012-9'
164, 118, 8, 44, '2006-8'
165, 117, 9, 87, '2009-10'
166, 117, 4, 100, '2004-2'
167, 116, 1, 76, '2002-9'
168, 115, 9, 105, '2013-7'
169, 114, 6, 113, '2005-11'
170, 114, 9, 89, '2003-12'
171, 113, 4, 120, '2009-4'
172, 112, 8, 70, '2005-8'
173, 127, 2, 84, '2013-11'
174, 127, 3, 61, '2001-6'
175, 126, 9, 82, '2008-11'
176, 125, 5, 90, '2003-5'
177, 125, 1, 55, '2006-1'
178, 124, 8, 117, '2009-2'
179, 124, 8, 108, '2004-10'
180, 123, 2, 48, '2012-3'
181, 122, 2, 112, '2009-12'
182, 121, 10, 46, '2014-8'
183, 120, 1, 109, '2014-2'
184, 120, 2, 81, '2011-4'
185, 137, 7, 58, '2014-10'
186, 136, 9, 65, '2005-10'
187, 139, 2, 68, '2013-6'
188, 138, 7, 46, '2005-9'
189, 141, 7, 52, '2005-6'
190, 141, 3, 111, '2006-10'
191, 140, 4, 93, '2011-5'
192, 140, 2, 69, '2010-8'
193, 143, 4, 77, '2012-11'
194, 142, 8, 63, '2007-10'
195, 142, 10, 67, '2012-6'
196, 129, 9, 70, '2014-8'
197, 129, 3, 55, '2003-9'
198, 128, 6, 102, '2009-3'
