1, 'Facility1', 11476, 101301, 'coor'
2, 'Facility2', 8117, 101301, 'coor'
3, 'Facility3', 9203, 101301, 'coor'
4, 'Facility4', 8538, 101300, 'coor'
5, 'Facility5', 11223, 101300, 'coor'
6, 'Facility6', 8421, 101300, 'coor'
7, 'Facility7', 11576, 101300, 'coor'
8, 'Facility8', 9111, 101303, 'coor'
9, 'Facility9', 11233, 101303, 'coor'
10, 'Facility10', 11721, 101303, 'coor'
11, 'Facility11', 10211, 101302, 'coor'
12, 'Facility12', 9397, 101302, 'coor'
13, 'Facility13', 8408, 101297, 'coor'
14, 'Facility14', 10154, 101297, 'coor'
15, 'Facility15', 8249, 101297, 'coor'
16, 'Facility16', 8320, 101297, 'coor'
17, 'Facility17', 11671, 101296, 'coor'
18, 'Facility18', 8710, 101296, 'coor'
19, 'Facility19', 10061, 101296, 'coor'
20, 'Facility20', 9759, 101296, 'coor'
21, 'Facility21', 11541, 101299, 'coor'
22, 'Facility22', 9092, 101299, 'coor'
23, 'Facility23', 9629, 101299, 'coor'
24, 'Facility24', 9871, 101299, 'coor'
25, 'Facility25', 9866, 101298, 'coor'
26, 'Facility26', 9210, 101298, 'coor'
27, 'Facility27', 9840, 101298, 'coor'
28, 'Facility28', 10793, 101309, 'coor'
29, 'Facility29', 11579, 101309, 'coor'
30, 'Facility30', 10347, 101308, 'coor'
31, 'Facility31', 8062, 101308, 'coor'
32, 'Facility32', 9846, 101308, 'coor'
33, 'Facility33', 10465, 101308, 'coor'
34, 'Facility34', 11924, 101311, 'coor'
35, 'Facility35', 8872, 101311, 'coor'
36, 'Facility36', 10106, 101311, 'coor'
37, 'Facility37', 11326, 101311, 'coor'
38, 'Facility38', 10707, 101310, 'coor'
39, 'Facility39', 9468, 101310, 'coor'
40, 'Facility40', 11342, 101310, 'coor'
41, 'Facility41', 11220, 101310, 'coor'
42, 'Facility42', 11447, 101305, 'coor'
43, 'Facility43', 10525, 101305, 'coor'
44, 'Facility44', 9262, 101305, 'coor'
45, 'Facility45', 11746, 101304, 'coor'
46, 'Facility46', 8790, 101304, 'coor'
47, 'Facility47', 9692, 101307, 'coor'
48, 'Facility48', 8456, 101307, 'coor'
49, 'Facility49', 10487, 101307, 'coor'
50, 'Facility50', 9171, 101307, 'coor'
51, 'Facility51', 9971, 101306, 'coor'
52, 'Facility52', 10139, 101306, 'coor'
53, 'Facility53', 8643, 101306, 'coor'
54, 'Facility54', 9187, 101306, 'coor'
55, 'Facility55', 10194, 101284, 'coor'
56, 'Facility56', 8341, 101284, 'coor'
57, 'Facility57', 9931, 101284, 'coor'
58, 'Facility58', 11823, 101284, 'coor'
59, 'Facility59', 10011, 101285, 'coor'
60, 'Facility60', 11148, 101285, 'coor'
61, 'Facility61', 11727, 101286, 'coor'
62, 'Facility62', 11933, 101286, 'coor'
63, 'Facility63', 8580, 101286, 'coor'
64, 'Facility64', 10290, 101286, 'coor'
65, 'Facility65', 11869, 101287, 'coor'
66, 'Facility66', 10374, 101287, 'coor'
67, 'Facility67', 11779, 101287, 'coor'
68, 'Facility68', 9076, 101287, 'coor'
69, 'Facility69', 11590, 101280, 'coor'
70, 'Facility70', 9951, 101280, 'coor'
71, 'Facility71', 10830, 101280, 'coor'
72, 'Facility72', 11383, 101280, 'coor'
73, 'Facility73', 8902, 101281, 'coor'
74, 'Facility74', 11433, 101281, 'coor'
75, 'Facility75', 11153, 101282, 'coor'
76, 'Facility76', 8134, 101282, 'coor'
77, 'Facility77', 11237, 101282, 'coor'
78, 'Facility78', 10195, 101283, 'coor'
79, 'Facility79', 9100, 101283, 'coor'
80, 'Facility80', 10876, 101283, 'coor'
81, 'Facility81', 11050, 101292, 'coor'
82, 'Facility82', 11768, 101292, 'coor'
83, 'Facility83', 8140, 101292, 'coor'
84, 'Facility84', 9812, 101292, 'coor'
85, 'Facility85', 9114, 101293, 'coor'
86, 'Facility86', 11997, 101293, 'coor'
87, 'Facility87', 10050, 101294, 'coor'
